银河英雄传说 击坠王,,,ヨリコジユン/,https://www.douban.com/location/drama/26302944/
银河英雄传说  星辉篇,,,ヨリコジユン/,https://www.douban.com/location/drama/26302977/
瘾型人,,,周 乔 /,https://www.douban.com/location/drama/10863631/
夜曲 - 遙遠夏日的記憶,8.3,12,原田諒/,https://www.douban.com/location/drama/26586379/
遥远时空中 舞一夜,7.7,19,西广奏/,https://www.douban.com/location/drama/11604342/
遥远时空中 胧草纸,6.9,12,久保健一郎/,https://www.douban.com/location/drama/11604347/
遥远时空中2,,,キタムラトシヒロ/,https://www.douban.com/location/drama/25660758/
遥远时空中5,,,キタムラトシヒロ/,https://www.douban.com/location/drama/26388906/
遙遠旅途的終點,,,太田哲則/太田哲則/太田哲則/,https://www.douban.com/location/drama/34443898/
名偵探孤孤單單,,,大関弘政/中村暁/日比野桃子/大関弘政/中村暁/日比野桃子/大関弘政/,https://www.douban.com/location/drama/34800183/
往日的玫瑰一朵,,,柴田侑宏/柴田侑宏/柴田侑宏/,https://www.douban.com/location/drama/33457900/
Tender Green,,,正塚晴彦/正塚晴彦/正塚晴彦/,https://www.douban.com/location/drama/34451108/
春風的招待,,,植田紳爾/植田紳爾/植田紳爾/,https://www.douban.com/location/drama/34467406/
微風的牧歌,,,大関弘政/大関弘政/大関弘政/大関弘政/,https://www.douban.com/location/drama/34802417/
恋情獨家報導,,,大関弘政/大関弘政/大関弘政/,https://www.douban.com/location/drama/34451136/
面向紅海的祈禱,,,柴田侑宏/柴田侑宏/柴田侑宏/,https://www.douban.com/location/drama/34808730/
朝霧中消失之人,,,柴田侑宏/柴田侑宏/柴田侑宏/,https://www.douban.com/location/drama/34473945/
山丘上的強尼,,,菅沼潤/菅沼潤/菅沼潤/,https://www.douban.com/location/drama/34437825/
爪哇舞者,,,植田紳爾/谷正純/植田紳爾/谷正純/植田紳爾/谷正純/植田紳爾/植田紳爾/,https://www.douban.com/location/drama/25905609/
霞光映照紫之花,8.6,69,柴田侑宏/尾上菊之丞/花若春秋（協力）/大野 拓史/柴田侑宏/尾上菊之丞/柴田侑宏/花若春秋（協力）/柴田侑宏/尾上菊之丞/柴田侑宏/花若春秋（協力）/大野 拓史/柴田侑宏/柴田侑宏/,https://www.douban.com/location/drama/25839703/
星影之人,8.3,64,柴田侑宏/尾上菊之丞/中村暁/柴田侑宏/尾上菊之丞/柴田侑宏/尾上菊之丞/中村暁/,https://www.douban.com/location/drama/25842766/
凡尔赛玫瑰·昭和版,,,長谷川一夫/植田紳爾/長谷川一夫/植田紳爾/植田紳爾/植田紳爾/植田紳爾/,https://www.douban.com/location/drama/30376912/
The Revue,,,横澤英雄/岡田敬二/草野旦/小原弘稔/酒井澄夫/横澤英雄/岡田敬二/草野旦/横澤英雄/岡田敬二/草野旦/小原弘稔/酒井澄夫/岡田敬二/岡田敬二/,https://www.douban.com/location/drama/34823040/
爲了遠去的你,,,植田紳爾/阿古健/植田紳爾/阿古健/植田紳爾/阿古健/,https://www.douban.com/location/drama/34437715/
永远物语,,,草野旦/草野旦/草野旦/草野旦/草野旦/,https://www.douban.com/location/drama/26880900/
战争与和平,,,植田紳爾/,https://www.douban.com/location/drama/30431524/
山露之中,,,柴田侑宏/柴田侑宏/柴田侑宏/,https://www.douban.com/location/drama/30234736/
晓之罗马,8.3,20,木村信司/木村信司/木村信司/,https://www.douban.com/location/drama/25807512/
飞鸟夕映,7.8,21,大野拓史/児玉明子/大野拓史/児玉明子/,https://www.douban.com/location/drama/25855885/
伊丽莎白－爱与死的轮舞－,9.3,835,未知/小池 修一郎/中村 一徳/小池修一朗/小池 修一朗/未知/未知/小池 修一郎/中村 一徳/未知/未知/未知/未知/未知/小池修一朗/小池 修一朗/,https://www.douban.com/location/drama/20503270/
卡拉马佐夫兄弟,8.2,48,齋藤吉正/齋藤吉正/齋藤吉正/,https://www.douban.com/location/drama/25831798/
奥涅金,8.7,19,植田景子/植田景子/植田景子/,https://www.douban.com/location/drama/25793404/
薔薇封印 -Vampire Requiem-,8.6,33,小池修一郎/小柳奈穂子/小池修一郎/小柳奈穂子/小柳奈穂子/,https://www.douban.com/location/drama/24882320/
热情的巴塞罗那,6.6,14,中村一徳/柴田侑宏/中村一徳/柴田侑宏/,https://www.douban.com/location/drama/25851548/
唐璜先生,7.7,12,植田景子/児玉明子/植田景子/児玉明子/,https://www.douban.com/location/drama/25846411/
恋天狗,,,小柳奈穂子/鈴木圭/萩田浩一/児玉明子/小柳奈穂子/鈴木圭/萩田浩一/児玉明子/,https://www.douban.com/location/drama/25958895/
JAZZY精灵,,,谷正純/荻田浩一/谷正純/荻田浩一/,https://www.douban.com/location/drama/26711542/
留客的雨,,,谷正純/,https://www.douban.com/location/drama/26820165/
金色的沙漠,8.6,106,上田 久美子/上田 久美子/上田 久美子/,https://www.douban.com/location/drama/26973132/
南的哀愁,,,内海重典/内海重典/内海重典/内海重典/内海重典/内海重典/内海重典/内海重典/,https://www.douban.com/location/drama/34811404/
虞美人－新たなる伝説－,8.4,79,木村信司/白井鐵造/木村信司/白井鐵造/,https://www.douban.com/location/drama/25741962/
飞翔无限/天使的季节,8.0,56,植田紳爾/中村一徳/鈴木圭/植田紳爾/中村一徳/鈴木圭/植田紳爾/,https://www.douban.com/location/drama/25819420/
花成花,,,植田紳爾/,https://www.douban.com/location/drama/26169957/
长崎时雨坡,7.9,13,植田紳爾/植田紳爾/植田紳爾/植田紳爾/,https://www.douban.com/location/drama/25795523/
夢幻宝寿頌／This is TAKARAZUKA！,,,植田紳爾/三木章雄/,https://www.douban.com/location/drama/26600674/
海浪轟鳴中的武士之詩,,,植田紳爾/植田紳爾/植田紳爾/,https://www.douban.com/location/drama/34848380/
俄克拉荷马,8.0,234,Rouben Mamoulian/William Hammerstein/Trevor Nunn/中村一徳/Gemze de Lappe/Rouben Mamoulian/Rouben Mamoulian/Rouben Mamoulian/William Hammerstein/Trevor Nunn/Trevor Nunn/中村一徳/Gemze de Lappe/正塚晴彦/Daniel Fish/范卫华，Dewayne Barrett/,https://www.douban.com/location/drama/10944580/
新源氏物语,8.1,146,大野 拓史/柴田侑宏/大野 拓史/大野 拓史/柴田侑宏/柴田侑宏/,https://www.douban.com/location/drama/26693028/
梦的十分银币,9.0,103,中村暁/木村信司/中村暁/木村信司/中村暁/木村信司/,https://www.douban.com/location/drama/25863465/
银之狼,7.9,47,正塚晴彦/正塚晴彦/正塚晴彦/正塚晴彦/,https://www.douban.com/location/drama/25797479/
咖啡园嘉年华,8.0,31,柴田侑宏/柴田侑宏/柴田侑宏/,https://www.douban.com/location/drama/25781844/
伟大的遗产,,,太田哲則/太田哲則/太田哲則/,https://www.douban.com/location/drama/34816133/
红与黑,8.8,59,中村暁/柴田侑宏/中村暁/柴田侑宏/,https://www.douban.com/location/drama/24861194/
PUCK,8.5,77,小池 修一郎/小池修一郎/小池 修一郎/小池 修一郎/小池修一郎/,https://www.douban.com/location/drama/26283000/
大饭店,9.3,39,トミー・チューン/岡田敬二/ニキ・ハリス/トミー・チューン/岡田敬二/ニキ・ハリス/トミー・チューン/トミー・チューン/岡田敬二/,https://www.douban.com/location/drama/26329449/
大饭店,7.5,38,汤米.图恩（Tommy Tune）/Thom Southerland/Tommy Tune/冈田敬二/汤米.图恩（Tommy Tune）/Thom Southerland/Tommy Tune/冈田敬二/,https://www.douban.com/location/drama/10944648/
天使的微笑·恶魔的泪/レッド・ホット・ラブ,8.3,14,小池修一郎/小池修一郎/小池修一郎/,https://www.douban.com/location/drama/25781839/
忘不了年少时的歌,9.0,83,大野拓史/大関弘政/大野拓史/大野拓史/大関弘政/大関弘政/,https://www.douban.com/location/drama/25848391/
川雾之桥,9.3,44,柴田侑宏/柴田侑宏/柴田侑宏/,https://www.douban.com/location/drama/25777390/
爱尔兰的残照,8.9,292,谷正純/,https://www.douban.com/location/drama/24815352/
花扇抄/门的另一边/百万个梦,9.5,142,酒井澄夫/木村信司/三木章雄/酒井澄夫/木村信司/三木章雄/酒井澄夫/木村信司/三木章雄/酒井澄夫/木村信司/三木章雄/酒井澄夫/木村信司/三木章雄/,https://www.douban.com/location/drama/25774703/
凯旋门,9.0,111,謝珠栄/謝珠栄/謝珠栄/謝珠栄/謝珠栄/,https://www.douban.com/location/drama/25668238/
心中·恋之大和路,9.4,59,谷正純/菅沼潤/谷正純/菅沼潤/菅沼潤/谷正純/菅沼潤/菅沼潤/菅沼潤/,https://www.douban.com/location/drama/25842409/
PUCK,9.2,77,小池修一郎/,https://www.douban.com/location/drama/25837024/
镜中消失的男人,8.4,55,谷正纯/谷正纯/谷正纯/,https://www.douban.com/location/drama/25781874/
恰似那眼中的狂澜,8.5,53,中村 暁/,https://www.douban.com/location/drama/25746944/
银酱之恋,8.7,63,石田昌也/石田昌也/石田昌也/石田昌也/,https://www.douban.com/location/drama/25792166/
再会,8.0,37,石田昌也/石田昌也/石田昌也/石田昌也/石田昌也/,https://www.douban.com/location/drama/25780544/
CAN-CAN／王的不夜城,8.1,22,谷正純/草野旦/藤井大介/谷正純/草野旦/藤井大介/,https://www.douban.com/location/drama/26672893/
花之业平,8.3,14,尾上菊之丞/藤井大介/尾上菊之丞/藤井大介/尾上菊之丞/,https://www.douban.com/location/drama/25902568/
春樱赋/Let's Jazz-,,,谷正純/大野拓史/谷正純/大野拓史/,https://www.douban.com/location/drama/25781963/
EL DORADO,7.2,15,谷正純/植田景子/谷正純/谷正純/植田景子/植田景子/,https://www.douban.com/location/drama/26674983/
叫做巴克斯的男人,,,谷正純/中村一徳/川上正和/谷正純/中村一徳/川上正和/,https://www.douban.com/location/drama/25784338/
野望的轨迹,,,柴田侑宏/藤井大介/柴田侑宏/藤井大介/柴田侑宏/,https://www.douban.com/location/drama/26702051/
爱的奏鸣曲,,,木村信司/鈴木圭/木村信司/木村信司/鈴木圭/,https://www.douban.com/location/drama/26672895/
情浸琥珀色的雨中,8.3,52,正塚晴彦/荻田浩一/正塚晴彦/正塚晴彦/荻田浩一/正塚晴彦/正塚晴彦/正塚晴彦/,https://www.douban.com/location/drama/25892639/
铃兰,7.6,30,樫畑 亜依子/,https://www.douban.com/location/drama/26975981/
誠之群像,7.5,19,石田昌也/藤井大介/石田昌也/藤井大介/石田昌也/,https://www.douban.com/location/drama/26384170/
燃风 －军师·竹中半兵卫－,7.3,12,鈴木圭/,https://www.douban.com/location/drama/27122254/
貓鼠遊戲（宝塚）,,,小柳奈穂子/小柳奈穂子/小柳奈穂子/,https://www.douban.com/location/drama/30451650/
光照之路,8.7,98,生田 大和/,https://www.douban.com/location/drama/27200143/
如黑豹般,7.7,21,謝 珠栄/謝 珠栄/謝 珠栄/,https://www.douban.com/location/drama/26389088/
壬生义士传,8.5,19,石田 昌也/中村 一徳/,https://www.douban.com/location/drama/33435000/
二十世纪快车 - 宝塚版,,,原田 諒/,https://www.douban.com/location/drama/33159537/
美国往事,,,小池 修一郎/,https://www.douban.com/location/drama/34939615/
剧院魅影,9.0,246,中村一徳/中村 一徳/中村一徳/中村一徳/中村一徳/中村 一徳/,https://www.douban.com/location/drama/21348990/
ANOTHER WORLD,7.2,30,谷正純/谷正純/谷正純/,https://www.douban.com/location/drama/30246706/
FANTASTIC “N”,,,三木章雄/,https://www.douban.com/location/drama/30308593/
冰冻的明天,9.2,57,荻田浩一/荻田浩一/荻田浩一/荻田浩一/荻田浩一/,https://www.douban.com/location/drama/24879286/
俄罗斯蓝猫-制裁魔女的铁锤-,8.0,26,大野拓史/大野拓史/大野拓史/,https://www.douban.com/location/drama/25846082/
春雷,7.7,10,原田諒/,https://www.douban.com/location/drama/25931905/
义经妖狐梦幻樱,7.7,10,谷 貴矢/,https://www.douban.com/location/drama/30400427/
SPEAKEASY,,,谷正純/荻田浩一/谷正純/荻田浩一/,https://www.douban.com/location/drama/33427062/
布拉格之春,6.7,15,谷正純/川上正和/谷正純/川上正和/,https://www.douban.com/location/drama/26699665/
1914／爱,7.8,16,谷正純/谷正純/谷正純/,https://www.douban.com/location/drama/25915598/
献给王家的歌,8.6,157,木村 信司/齋藤吉正/木村信司/未知/木村 信司/齋藤吉正/木村信司/木村信司/未知/未知/,https://www.douban.com/location/drama/25758576/
晴朗的日子里你能看见永远,8.3,11,村上信夫/村上信夫/村上信夫/村上信夫/,https://www.douban.com/location/drama/25754576/
真夜中的鬼,6.3,15,中村 暁/植田景子/中村 暁/植田景子/,https://www.douban.com/location/drama/25772235/
布宜诺斯艾利斯的风,8.9,10,正塚晴彦/正塚晴彦/正塚晴彦/正塚晴彦/正塚晴彦/正塚晴彦/,https://www.douban.com/location/drama/26370910/
严流,,,齋藤吉正/,https://www.douban.com/location/drama/25943129/
血与砂,,,柴田侑宏（監修）　/齋藤吉正/柴田侑宏（監修）/柴田侑宏（監修）　/齋藤吉正/柴田侑宏（監修）/齋藤吉正/,https://www.douban.com/location/drama/26657619/
泡沫之恋,8.5,208,柴田侑宏/柴田侑宏/柴田侑宏/柴田侑宏/柴田侑宏/柴田侑宏/,https://www.douban.com/location/drama/24722201/
当漫长的春天过去,8.6,108,石田昌也/石田昌也/石田昌也/,https://www.douban.com/location/drama/25776293/
大海贼,7.8,11,柴田侑宏（监修）/中村暁/柴田侑宏（监修）/中村暁/柴田侑宏（监修）/中村暁/柴田侑宏（监修）/中村暁/中村暁/,https://www.douban.com/location/drama/26352408/
玻璃風景,8.5,12,謝珠栄/鈴木圭/謝珠栄/鈴木圭/,https://www.douban.com/location/drama/26699664/
无事生非,,,藤井大介/,https://www.douban.com/location/drama/26233723/
Goodbye Peppermint Night！,,,中村暁/中村暁/中村暁/,https://www.douban.com/location/drama/34776767/
FAKE LOVE,8.3,67,正塚晴彦/,https://www.douban.com/location/drama/25906148/
淚水橋 笑顏橋,,,谷正純/谷正純/谷正純/,https://www.douban.com/location/drama/26616045/
阿尔及尔的男人,7.0,18,大野拓史/柴田侑宏/大野拓史/大野拓史/柴田侑宏/柴田侑宏/大野拓史/,https://www.douban.com/location/drama/25930492/
辛夷花開之春,,,大関弘政/大関弘政/大関弘政/,https://www.douban.com/location/drama/34438749/
爱与革命的华章,7.2,45,植田景子/植田景子/植田景子/,https://www.douban.com/location/drama/25894494/
MY HERO,,,齋藤吉正/齋藤吉正/齋藤吉正/,https://www.douban.com/location/drama/30170316/
落阳的巴勒莫,8.0,48,植田景子/稲葉太地/植田景子/稲葉太地/,https://www.douban.com/location/drama/25817467/
马拉喀什-红之墓标,8.2,27,荻田浩一/荻田浩一/荻田浩一/,https://www.douban.com/location/drama/25815746/
希望-有朝一日-,8.8,30,正塚晴彦/稲葉太地/正塚晴彦/稲葉太地/,https://www.douban.com/location/drama/25817637/
NAKED CITY,,,小柳奈穂子/小柳奈穂子/小柳奈穂子/,https://www.douban.com/location/drama/25836126/
曉之倫巴底,,,正塚晴彦/正塚晴彦/正塚晴彦/,https://www.douban.com/location/drama/34438750/
千太郎消防旗時雨,,,柴田侑宏/柴田侑宏/柴田侑宏/,https://www.douban.com/location/drama/33450429/
Blue Jasmine,,,阿古健/谷正純/日比野桃子/未明/阿古健/谷正純/日比野桃子/未明/未明/,https://www.douban.com/location/drama/32578442/
天国与地狱 -雅克·奥芬巴赫-,,,植田紳爾/石田昌也/植田紳爾/植田紳爾/石田昌也/,https://www.douban.com/location/drama/25826276/
爱至云涯,,,植田紳爾/植田紳爾/植田紳爾/,https://www.douban.com/location/drama/25810360/
大江山花传,8.4,27,中村暁/柴田侑宏/中村暁/柴田侑宏/,https://www.douban.com/location/drama/25869771/
玉露记,,,柴田侑宏/柴田侑宏/柴田侑宏/,https://www.douban.com/location/drama/26321484/
愛的萬花筒,,,植田紳爾/植田紳爾/植田紳爾/,https://www.douban.com/location/drama/34456250/
梨花 王城飛舞,,,阿古健/阿古健/阿古健/,https://www.douban.com/location/drama/34456248/
凡尔赛玫瑰-安德烈与奥斯卡篇-,,,植田紳爾/,https://www.douban.com/location/drama/30376058/
DEAN,,,岡田敬二/中村暁/岡田敬二/岡田敬二/岡田敬二/中村暁/,https://www.douban.com/location/drama/34848925/
恋、十手、千兩箱－鼠小僧異聞,,,大関弘政/,https://www.douban.com/location/drama/34846542/
罗曼诺夫的宝石,,,正塚晴彦/正塚晴彦/正塚晴彦/,https://www.douban.com/location/drama/34451153/
國會舞曲,,,阿古健/阿古健/阿古健/,https://www.douban.com/location/drama/34459558/
银河英雄传说 外传 尚书篇,,,河中志摩夫/,https://www.douban.com/location/drama/11604250/
电影之歌,8.1,18,田沁鑫/,https://www.douban.com/location/drama/19935813/
《信》中文版,6.4,1240,佟欣雨/,https://www.douban.com/location/drama/30425996/
摩登米莉,,,Steven Geary/黄戈/,https://www.douban.com/location/drama/30167224/
红男绿女,7.9,73,George S. Kaufman/Philip Mathias/Gus Schirmer/Billy Wilson/Jerry Zaks/George S. Kaufman/Philip Mathias/Gus Schirmer/Billy Wilson/Jerry Zaks/Des McAnuff/Richard Jay-Alexander/Gordon Greenberg/王洛勇/熊梦楚/黄维/,https://www.douban.com/location/drama/10944519/
